3.797e-05;0.5540886
5.519246e-10;1.117071
2.226482e-09;0.9008371
5.238091e-12;1.138281
8.325149e-05;0.796032
8.095572e-12;1.235613
1.839112e-05;1.087395
6.372973e-06;0.7111719
1.653211e-10;0.7789327
4.896319e-09;0.6152531
6.358671e-06;0.7617351
8.348098e-08;1.09694
0.2875721;0.1054968
0.25243;0.258618
0.6150954;0.04152372
0.5922648;0.1583232
0.8597919;0.04518304
0.383187;0.01381411
0.6575475;0.09813795
0.4337869;0.1242991
0.7267558;0.04766412
0.6958927;0.06167526
0.7458008;0.06043375
0.05510084;0.3499514
0.9999959;0.5838464
0.3483995;0.01339433
0.9999933;0.5081869
0.9822867;0.1225695
1;1.063397
0.1529231;0.3245775
4.654343e-07;1.51163
2.013532e-05;1.240473
9.583523e-13;1.433855
8.347962e-12;1.543691
5.818852e-06;1.249257
1.480872e-09;1.508738
2.600811e-07;1.593916
1.756421e-10;1.595509
1.609234e-15;1.493039
1.425269e-12;1.502736
1.800638e-07;1.425847
1.663733e-12;1.57081
0.004260684;0.3675938
0.2701938;0.2377233
5.739667e-09;0.2509472
9.149992e-05;0.2370343
5.852844e-11;0.3500094
8.868449e-06;0.470047
0.006338418;0.3434234
0.2523239;0.2431026
0.000205659;0.2720691
0.001982383;0.3909928
1.103871e-07;0.2755509
0.0008253334;0.3006435
0.01745969;0.4162757
0.2863633;0.1446851
4.101715e-06;0.4578354
0.001612862;0.5234064
2.608008e-05;0.5990538
1.510007e-05;0.6930717
